0.155019 0.0392211 -4.67731e-05 -0.559859 1.11347
0.167939 0.0286132 3.98015e-05 0.559969 3.33914
0.16497 -0.0463367 -3.80069e-06 -0.560078 5.56779
0.15258 -0.0198759 4.69105e-05 0.560189 7.79852
0.158795 0.0508262 -5.54119e-06 -0.560297 10.0294
0.169541 0.00614262 4.94787e-05 0.560407 12.2609
0.161205 -0.053165 -6.08528e-06 -0.560516 14.4925
0.152061 0.00506221 4.52924e-05 0.560625 16.7177
0.163109 0.051276 -1.14314e-06 -0.560733 18.9288
0.169362 -0.018349 3.84649e-05 0.560843 21.1404
0.157171 -0.0487492 -4.36304e-05 -0.560954 23.3522
0.153607 0.0296081 1.41409e-05 0.561066 25.5644
0.167018 0.0400523 -7.07303e-06 -0.561177 27.7769
0.167318 -0.0396155 2.5931e-05 0.561286 29.9899
0.153876 -0.0322338 -1.4611e-05 -0.561395 32.2031
0.157025 0.0470816 2.90713e-05 0.561504 34.4168
0.169618 0.0190092 -1.37579e-05 -0.561613 36.6307
0.163686 -0.0523667 2.29996e-05 0.561723 38.8451
0.152288 -0.00744345 -5.45081e-05 -0.561834 41.0598
0.161585 0.0529915 5.48943e-05 0.561943 43.2748
0.170288 -0.00746885 -2.16375e-05 -0.562054 45.4902
0.159242 -0.052552 1.28526e-05 0.562164 47.7059
0.153049 0.0204392 -2.68502e-05 -0.562274 49.922
0.166159 0.0458482 7.36047e-06 0.562386 52.1384
0.168762 -0.032825 -9.86205e-06 -0.562496 54.3553
0.15516 -0.0390985 3.66372e-05 0.562605 56.5725
0.156166 0.0429514 -3.10137e-05 -0.562715 58.79
0.169571 0.0256196 4.84669e-05 0.562826 61.0079
0.165229 -0.0505528 -3.34053e-05 -0.562934 63.2261
0.152732 -0.014027 4.39382e-05 0.563043 65.4447
0.160909 0.0537026 -2.21767e-05 -0.563153 67.6636
0.170907 -0.00196921 2.37786e-05 0.563262 69.8829
0.160484 -0.0547586 -4.9357e-05 -0.563373 72.1026
